"index","x","y","expected value"
"58018","2.505018","0.594445","0.792753"
"58019","2.472752","0.620077","0.792750"
"58020","2.375855","0.693069","0.792749"
"58021","2.565723","0.544564","0.792744"
"58022","2.565723","0.544564","0.792740"
"58023","2.540039","0.565924","0.792736"
"58024","2.595925","0.518989","0.792731"
"58025","2.686062","0.439939","0.792725"
"58026","2.647236","0.474466","0.792720"
"58027","2.647236","0.474466","0.792714"
"58028","2.624838","0.494061","0.792709"
"58029","2.496698","0.601115","0.792706"
"58030","2.596471","0.518522","0.792701"
"58031","2.528233","0.575618","0.792697"
"58032","2.606050","0.510308","0.792693"
"58033","2.430524","0.652644","0.792690"
"58034","2.441496","0.644292","0.792688"
"58035","2.278183","0.760063","0.792687"
"58036","2.178669","0.820865","0.792688"
"58037","2.139871","0.842400","0.792689"
"58038","2.057693","0.883789","0.792690"
"58039","2.120559","0.852649","0.792691"
"58040","2.198982","0.809095","0.792691"
"58041","2.065166","0.880268","0.792693"
"58042","2.133587","0.845769","0.792694"
"58043","2.183586","0.818047","0.792694"
"58044","2.103846","0.861262","0.792695"
"58045","2.155079","0.834108","0.792696"
"58046","2.061862","0.881831","0.792698"
"58047","2.183174","0.818284","0.792698"
"58048","2.287882","0.753724","0.792697"
"58049","2.287882","0.753724","0.792697"
"58050","2.287882","0.753724","0.792696"
"58051","2.543465","0.563096","0.792692"
"58052","2.406118","0.670939","0.792690"
"58053","2.497709","0.600306","0.792687"
"58054","2.416453","0.663240","0.792685"
"58055","2.380649","0.689605","0.792683"
"58056","2.381534","0.688964","0.792681"
"58057","2.421385","0.659541","0.792679"
"58058","2.312652","0.737216","0.792678"
"58059","2.290641","0.751908","0.792677"
"58060","2.257637","0.773253","0.792677"
"58061","2.270104","0.765288","0.792676"
"58062","2.308851","0.739779","0.792675"
"58063","2.174315","0.823344","0.792676"
"58064","2.216802","0.798495","0.792676"
"58065","2.214319","0.799987","0.792676"
"58066","2.399268","0.676003","0.792674"
"58067","2.344956","0.715009","0.792673"
"58068","2.433838","0.650129","0.792670"
"58069","2.361140","0.703601","0.792669"
"58070","2.392335","0.681095","0.792667"
"58071","2.417003","0.662828","0.792665"
"58072","2.395880","0.678496","0.792663"
"58073","2.277812","0.760304","0.792662"
"58074","2.114205","0.855951","0.792663"
"58075","2.102703","0.861842","0.792664"
"58076","2.120011","0.852935","0.792665"
"58077","2.123690","0.851009","0.792666"
"58078","2.154806","0.834259","0.792667"
"58079","2.077203","0.874493","0.792669"
"58080","2.061309","0.882091","0.792670"
"58081","1.898944","0.946641","0.792673"
"58082","1.970104","0.921331","0.792675"
"58083","1.949855","0.929013","0.792677"
"58084","1.604548","0.999430","0.792681"
"58085","1.637876","0.997751","0.792684"
"58086","1.666093","0.995463","0.792688"
"58087","1.661883","0.995854","0.792691"
"58088","1.501328","0.997588","0.792695"
"58089","1.587295","0.999864","0.792699"
"58090","1.632302","0.998109","0.792702"
"58091","1.575019","0.999991","0.792706"
"58092","1.399180","0.985310","0.792709"
"58093","1.357352","0.977307","0.792712"
"58094","1.437505","0.991130","0.792715"
"58095","1.546567","0.999707","0.792719"
"58096","1.697497","0.991984","0.792722"
"58097","1.827164","0.967317","0.792725"
"58098","1.797770","0.974352","0.792729"
"58099","1.946324","0.930314","0.792731"
"58100","1.897138","0.947221","0.792734"
"58101","1.976251","0.918923","0.792736"
"58102","1.953471","0.927669","0.792738"
"58103","2.026661","0.897881","0.792740"
"58104","1.950392","0.928815","0.792742"
"58105","1.955916","0.926753","0.792745"
"58106","1.909697","0.943121","0.792747"
"58107","2.117958","0.854005","0.792748"
"58108","2.094407","0.866019","0.792749"
"58109","2.125161","0.850235","0.792750"
"58110","2.210397","0.802334","0.792751"
"58111","2.323390","0.729919","0.792749"
"58112","2.153299","0.835089","0.792750"
"58113","2.142885","0.840772","0.792751"
"58114","2.100036","0.863191","0.792752"
"58115","2.100489","0.862962","0.792753"
"58116","2.156983","0.833056","0.792754"
"58117","2.133450","0.845842","0.792755"
"58118","2.138102","0.843352","0.792756"
"58119","2.117857","0.854057","0.792757"
"58120","2.030236","0.896301","0.792759"
"58121","2.024627","0.898774","0.792760"
"58122","1.994431","0.911601","0.792762"
"58123","1.915403","0.941208","0.792765"
"58124","1.776051","0.979009","0.792768"
"58125","1.786433","0.976840","0.792771"
"58126","1.670542","0.995030","0.792775"
"58127","1.769499","0.980324","0.792778"
"58128","1.868258","0.956084","0.792781"
"58129","1.958094","0.925933","0.792783"
"58130","2.215749","0.799128","0.792783"
"58131","2.244844","0.781302","0.792783"
"58132","2.229970","0.790498","0.792783"
"58133","2.226442","0.792655","0.792783"
"58134","2.226328","0.792724","0.792783"
"58135","2.242389","0.782832","0.792783"
"58136","2.134774","0.845136","0.792784"
"58137","2.067748","0.879040","0.792785"
"58138","1.836928","0.964795","0.792788"
"58139","1.740454","0.985643","0.792791"
"58140","1.727034","0.987820","0.792795"
"58141","1.686536","0.993310","0.792798"
"58142","1.628718","0.998323","0.792802"
"58143","1.428623","0.989910","0.792805"
"58144","1.349746","0.975668","0.792808"
"58145","1.406549","0.986542","0.792812"
"58146","1.259713","0.952003","0.792814"
"58147","1.329801","0.971101","0.792817"
"58148","1.307386","0.965508","0.792820"
"58149","1.214622","0.937238","0.792823"
"58150","1.280602","0.958188","0.792826"
"58151","1.221926","0.939759","0.792828"
"58152","1.279603","0.957902","0.792831"
"58153","1.211760","0.936236","0.792833"
"58154","1.319238","0.968526","0.792836"
"58155","1.512869","0.998323","0.792840"
"58156","1.559433","0.999935","0.792844"
"58157","1.587904","0.999854","0.792847"
"58158","1.605094","0.999412","0.792851"
"58159","1.600869","0.999548","0.792854"
"58160","1.761796","0.981815","0.792858"
"58161","1.724969","0.988139","0.792861"
"58162","1.479291","0.995816","0.792865"
"58163","1.337824","0.972984","0.792868"
"58164","1.412771","0.987540","0.792871"
"58165","1.354452","0.976689","0.792874"
"58166","1.445788","0.992197","0.792878"
"58167","1.577902","0.999975","0.792881"
"58168","1.669567","0.995126","0.792885"
"58169","1.778692","0.978468","0.792888"
"58170","1.573153","0.999997","0.792892"
"58171","1.699733","0.991699","0.792895"
"58172","1.645833","0.997186","0.792899"
"58173","1.569479","0.999999","0.792902"
"58174","1.659289","0.996087","0.792906"
"58175","1.672243","0.994859","0.792909"
"58176","1.618557","0.998860","0.792913"
"58177","1.659744","0.996047","0.792916"
"58178","1.588841","0.999837","0.792920"
"58179","1.422150","0.988973","0.792923"
"58180","1.394413","0.984485","0.792927"
"58181","1.305461","0.965005","0.792930"
"58182","1.053233","0.869028","0.792931"
"58183","1.117793","0.899137","0.792933"
"58184","1.095140","0.888992","0.792935"
"58185","1.162477","0.917789","0.792937"
"58186","1.076752","0.880422","0.792938"
"58187","1.231836","0.943101","0.792941"
"58188","1.086224","0.884874","0.792943"
"58189","1.090870","0.887029","0.792944"
"58190","1.081255","0.882548","0.792946"
"58191","1.166068","0.919209","0.792948"
"58192","1.108923","0.895219","0.792950"
"58193","1.178190","0.923915","0.792952"
"58194","1.225551","0.940992","0.792955"
"58195","1.189001","0.927997","0.792957"
"58196","1.040324","0.862568","0.792958"
"58197","1.051058","0.867949","0.792960"
"58198","1.256731","0.951086","0.792962"
"58199","1.296812","0.962700","0.792965"
"58200","1.390302","0.983755","0.792969"
"58201","1.351179","0.975981","0.792972"
"58202","1.358102","0.977466","0.792975"
"58203","1.435902","0.990916","0.792978"
"58204","1.187066","0.927274","0.792981"
"58205","1.186574","0.927090","0.792983"
"58206","1.180210","0.924686","0.792985"
"58207","1.076602","0.880351","0.792987"
"58208","1.107318","0.894503","0.792989"
"58209","0.994152","0.838297","0.792990"
"58210","0.813922","0.726986","0.792988"
"58211","0.893060","0.778994","0.792988"
"58212","0.822309","0.732719","0.792987"
"58213","0.755479","0.685637","0.792985"
"58214","0.859812","0.757720","0.792985"
"58215","0.899181","0.782818","0.792985"
"58216","1.008878","0.846235","0.792986"
"58217","1.014309","0.849116","0.792987"
"58218","1.005284","0.844314","0.792988"
"58219","1.150887","0.913126","0.792990"
"58220","1.311324","0.966525","0.792993"
"58221","1.450812","0.992811","0.792996"
"58222","1.412506","0.987498","0.793000"
"58223","1.571546","1.000000","0.793003"
"58224","1.491749","0.996877","0.793007"
"58225","1.608387","0.999294","0.793010"
"58226","1.644585","0.997279","0.793014"
"58227","1.795218","0.974923","0.793017"
"58228","1.951805","0.928290","0.793019"
"58229","1.862839","0.957658","0.793022"
"58230","1.757302","0.982658","0.793025"
"58231","1.720363","0.988836","0.793029"
"58232","1.714520","0.989689","0.793032"
"58233","1.638237","0.997727","0.793036"
"58234","1.622942","0.998641","0.793039"
"58235","1.732806","0.986905","0.793043"
"58236","1.728940","0.987521","0.793046"
"58237","1.734605","0.986613","0.793049"
"58238","1.792056","0.975622","0.793052"
"58239","1.882806","0.951719","0.793055"
"58240","1.785601","0.977018","0.793058"
"58241","1.738652","0.985945","0.793062"
"58242","1.587455","0.999861","0.793065"
"58243","1.422018","0.988953","0.793069"
"58244","1.430451","0.990168","0.793072"
"58245","1.453053","0.993076","0.793076"
"58246","1.467086","0.994627","0.793079"
"58247","1.334544","0.972222","0.793082"
"58248","1.370340","0.979976","0.793085"
"58249","1.373688","0.980637","0.793089"
"58250","1.435628","0.990879","0.793092"
"58251","1.326805","0.970381","0.793095"
"58252","1.189631","0.928232","0.793097"
"58253","1.130665","0.904696","0.793099"
"58254","1.160547","0.917021","0.793101"
"58255","1.218676","0.938644","0.793104"
"58256","1.203415","0.933271","0.793106"
"58257","1.299822","0.963511","0.793109"
"58258","1.343908","0.974371","0.793112"
"58259","1.408169","0.986805","0.793116"
"58260","1.431145","0.990265","0.793119"
"58261","1.502203","0.997648","0.793123"
"58262","1.538089","0.999465","0.793126"
"58263","1.511101","0.998219","0.793130"
"58264","1.474674","0.995384","0.793133"
"58265","1.481566","0.996022","0.793137"
"58266","1.641660","0.997490","0.793140"
"58267","1.699371","0.991746","0.793144"
"58268","1.766469","0.980917","0.793147"
"58269","1.809345","0.971682","0.793150"
"58270","1.865279","0.956953","0.793153"
"58271","1.857342","0.959226","0.793156"
"58272","1.840487","0.963853","0.793159"
"58273","1.913790","0.941752","0.793161"
"58274","2.056747","0.884231","0.793163"
"58275","1.975191","0.919341","0.793165"
"58276","1.933706","0.934868","0.793168"
"58277","2.024233","0.898947","0.793169"
"58278","1.987877","0.914275","0.793172"
"58279","2.032969","0.895086","0.793173"
"58280","2.032969","0.895086","0.793175"
"58281","2.005180","0.907130","0.793177"
"58282","2.027241","0.897625","0.793179"
"58283","2.208410","0.803519","0.793179"
"58284","2.200106","0.808434","0.793179"
"58285","2.240768","0.783839","0.793179"
"58286","2.136193","0.844376","0.793180"
"58287","2.107575","0.859360","0.793181"
"58288","2.164541","0.828852","0.793182"
"58289","2.136070","0.844442","0.793183"
"58290","2.150774","0.836475","0.793184"
"58291","2.199147","0.808998","0.793184"
"58292","2.308436","0.740058","0.793183"
"58293","2.155060","0.834118","0.793184"
"58294","2.177001","0.821816","0.793184"
"58295","2.035542","0.893936","0.793186"
"58296","2.096448","0.864997","0.793187"
"58297","1.977486","0.918435","0.793189"
"58298","1.971687","0.920714","0.793192"
"58299","1.954325","0.927350","0.793194"
"58300","1.955194","0.927024","0.793196"
"58301","1.717731","0.989225","0.793200"
"58302","1.834700","0.965379","0.793203"
"58303","1.880808","0.952330","0.793205"
"58304","1.792101","0.975612","0.793209"
"58305","1.840427","0.963869","0.793211"
"58306","1.763670","0.981457","0.793215"
"58307","1.491093","0.996825","0.793218"
"58308","1.406065","0.986462","0.793222"
"58309","1.267908","0.954479","0.793224"
"58310","1.157882","0.915955","0.793226"
"58311","1.231430","0.942966","0.793229"
"58312","1.173462","0.922096","0.793231"
"58313","1.194680","0.930098","0.793234"
"58314","1.120622","0.900371","0.793235"
"58315","1.002859","0.843012","0.793236"
"58316","1.156185","0.915273","0.793238"
"58317","0.971278","0.825608","0.793239"
"58318","0.955966","0.816871","0.793239"
"58319","0.916433","0.793435","0.793239"
"58320","0.866050","0.761776","0.793239"
"58321","0.883450","0.772932","0.793239"
"58322","0.864508","0.760776","0.793238"
"58323","0.846731","0.749119","0.793237"
"58324","0.857277","0.756063","0.793237"
"58325","1.041466","0.863145","0.793238"
"58326","0.760502","0.689285","0.793236"
"58327","0.839064","0.744018","0.793235"
"58328","0.770306","0.696355","0.793234"
"58329","0.639579","0.596858","0.793230"
"58330","0.538877","0.513172","0.793225"
"58331","0.491569","0.472010","0.793220"
"58332","0.535855","0.510576","0.793215"
"58333","0.532979","0.508101","0.793210"
"58334","0.349280","0.342221","0.793202"
"58335","0.277580","0.274029","0.793194"
"58336","0.250173","0.247571","0.793184"
"58337","0.266204","0.263071","0.793175"
"58338","0.214776","0.213129","0.793165"
"58339","0.264871","0.261785","0.793156"
"58340","0.296550","0.292222","0.793148"
"58341","0.258681","0.255806","0.793138"
"58342","0.202141","0.200768","0.793128"
"58343","0.199273","0.197957","0.793118"
"58344","0.313758","0.308636","0.793110"
"58345","0.325674","0.319948","0.793102"
"58346","0.325674","0.319948","0.793094"
"58347","0.325674","0.319948","0.793085"
"58348","0.340053","0.333537","0.793078"
"58349","0.333066","0.326942","0.793070"
"58350","0.524926","0.501149","0.793065"
"58351","0.524926","0.501149","0.793060"
"58352","0.464202","0.447709","0.793054"
"58353","0.355491","0.348051","0.793046"
"58354","0.298243","0.293841","0.793037"
"58355","0.436422","0.422699","0.793031"
"58356","0.512143","0.490047","0.793026"
"58357","0.671344","0.622039","0.793023"
"58358","0.627308","0.586968","0.793019"
"58359","0.748520","0.680555","0.793018"
"58360","0.834119","0.740705","0.793017"
"58361","0.746216","0.678865","0.793015"
"58362","0.669717","0.620764","0.793012"
"58363","0.829888","0.737856","0.793011"
"58364","0.736435","0.671651","0.793009"
"58365","0.582951","0.550490","0.793005"
"58366","0.576890","0.545420","0.793000"
"58367","0.625619","0.585599","0.792997"
"58368","0.647860","0.603481","0.792993"
"58369","0.513172","0.490943","0.792988"
"58370","0.540018","0.514152","0.792983"
"58371","0.513103","0.490883","0.792978"
"58372","0.452645","0.437345","0.792972"
"58373","0.430399","0.417234","0.792966"
"58374","0.455801","0.440182","0.792960"
"58375","0.504898","0.483719","0.792954"
"58376","0.554374","0.526411","0.792950"
"58377","0.710260","0.652031","0.792947"
"58378","0.710260","0.652031","0.792945"
"58379","0.480606","0.462317","0.792939"
"58380","0.427520","0.414615","0.792933"
"58381","0.502803","0.481884","0.792927"
"58382","0.450400","0.435326","0.792921"
"58383","0.450400","0.435326","0.792915"
"58384","0.630473","0.589527","0.792912"
"58385","0.680049","0.628831","0.792909"
"58386","0.666432","0.618185","0.792906"
"58387","0.700760","0.644799","0.792903"
"58388","0.753803","0.684417","0.792901"
"58389","0.616154","0.577900","0.792898"
"58390","0.614482","0.576535","0.792894"
"58391","0.712332","0.653600","0.792892"
"58392","0.596901","0.562082","0.792888"
"58393","0.624638","0.584803","0.792884"
"58394","0.468516","0.451563","0.792878"
"58395","0.371352","0.362876","0.792871"
"58396","0.350797","0.343646","0.792863"
"58397","0.350797","0.343646","0.792856"
"58398","0.475803","0.458052","0.792850"
"58399","0.572755","0.541949","0.792845"
"58400","0.571940","0.541265","0.792841"
"58401","0.666832","0.618500","0.792838"
"58402","0.649266","0.604602","0.792835"
"58403","0.759577","0.688615","0.792833"
"58404","0.717621","0.657594","0.792831"
"58405","0.770983","0.696841","0.792829"
"58406","0.719081","0.658694","0.792827"
"58407","0.618416","0.579745","0.792823"
"58408","0.617027","0.578613","0.792819"
"58409","0.708035","0.650342","0.792817"
"58410","0.671201","0.621927","0.792814"
"58411","0.695039","0.640416","0.792812"
"58412","0.732157","0.668475","0.792809"
"58413","0.548531","0.521434","0.792805"
"58414","0.566222","0.536447","0.792800"
"58415","0.624828","0.584957","0.792797"
"58416","0.747503","0.679809","0.792795"
"58417","0.688005","0.634997","0.792792"
"58418","0.589218","0.555711","0.792788"
"58419","0.454681","0.439176","0.792782"
"58420","0.424175","0.411569","0.792775"
"58421","0.424175","0.411569","0.792769"
"58422","0.672812","0.623188","0.792766"
"58423","0.747379","0.679719","0.792764"
"58424","0.713929","0.654808","0.792762"
"58425","0.656844","0.610621","0.792758"
"58426","0.412789","0.401165","0.792752"
"58427","0.278641","0.275049","0.792743"
"58428","0.464796","0.448240","0.792737"
"58429","0.365941","0.357828","0.792729"
"58430","0.365941","0.357828","0.792722"
"58431","0.327240","0.321431","0.792714"
"58432","0.403653","0.392780","0.792707"
"58433","0.364536","0.356516","0.792699"
"58434","0.558023","0.529510","0.792695"
"58435","0.402191","0.391435","0.792688"
"58436","0.380125","0.371037","0.792681"
"58437","0.461271","0.445086","0.792675"
"58438","0.391874","0.381921","0.792668"
"58439","0.448299","0.433433","0.792662"
"58440","0.352550","0.345292","0.792654"
"58441","0.412700","0.401084","0.792647"
"58442","0.412700","0.401084","0.792641"
"58443","0.394572","0.384413","0.792634"
"58444","0.394572","0.384413","0.792627"
"58445","0.551389","0.523871","0.792622"
"58446","0.539730","0.513904","0.792618"
"58447","0.539730","0.513904","0.792613"
"58448","0.568828","0.538645","0.792609"
"58449","0.671511","0.622169","0.792606"
"58450","0.467335","0.450509","0.792600"
"58451","0.467335","0.450509","0.792594"
"58452","0.433081","0.419669","0.792588"
"58453","0.441483","0.427280","0.792581"
"58454","0.450257","0.435197","0.792575"
"58455","0.555822","0.527642","0.792571"
"58456","0.518944","0.495963","0.792566"
"58457","0.470122","0.452995","0.792560"
"58458","0.446282","0.431614","0.792554"
"58459","0.574983","0.543820","0.792550"
"58460","0.786265","0.707720","0.792548"
"58461","0.586723","0.553635","0.792544"
"58462","0.554371","0.526408","0.792540"
"58463","0.709249","0.651264","0.792537"
"58464","0.818415","0.730063","0.792536"
"58465","0.830385","0.738191","0.792535"
"58466","1.069339","0.876883","0.792537"
"58467","1.022720","0.853529","0.792538"
"58468","1.059708","0.872213","0.792539"
"58469","1.080266","0.882083","0.792541"
"58470","1.129096","0.904026","0.792543"
"58471","1.125385","0.902433","0.792545"
"58472","1.068143","0.876308","0.792546"
"58473","0.837976","0.743290","0.792545"
"58474","0.765347","0.692787","0.792544"
"58475","0.593019","0.558867","0.792540"
"58476","0.721232","0.660310","0.792537"
"58477","0.718071","0.657933","0.792535"
"58478","0.661328","0.614166","0.792532"
"58479","0.616226","0.577960","0.792528"
"58480","0.474322","0.456735","0.792523"
"58481","0.507149","0.485687","0.792517"
"58482","0.582201","0.549864","0.792513"
"58483","0.537582","0.512060","0.792508"
"58484","0.614248","0.576344","0.792505"
"58485","0.656899","0.610664","0.792502"
"58486","0.750470","0.681982","0.792500"
"58487","0.575912","0.544600","0.792496"
"58488","0.655984","0.609939","0.792493"
"58489","0.688774","0.635591","0.792490"
"58490","0.635232","0.593364","0.792486"
"58491","0.635232","0.593364","0.792483"
"58492","0.582338","0.549978","0.792479"
"58493","0.624347","0.584567","0.792475"
"58494","0.620727","0.581627","0.792472"
"58495","0.767967","0.694674","0.792470"
"58496","0.589060","0.555580","0.792466"
"58497","0.482664","0.464141","0.792461"
"58498","0.444410","0.429925","0.792454"
"58499","0.402104","0.391356","0.792447"
"58500","0.495436","0.475415","0.792442"
"58501","0.650299","0.605425","0.792439"
"58502","0.853198","0.753387","0.792438"
"58503","0.922194","0.796929","0.792438"
"58504","0.735969","0.671306","0.792436"
"58505","0.736508","0.671705","0.792434"
"58506","0.972885","0.826513","0.792435"
"58507","0.983285","0.832323","0.792436"
"58508","0.974861","0.827624","0.792436"
"58509","0.932139","0.802897","0.792436"
"58510","0.872008","0.765622","0.792436"
"58511","0.678383","0.627535","0.792433"
"58512","0.641682","0.598544","0.792430"
"58513","0.508716","0.487057","0.792425"
"58514","0.532306","0.507522","0.792420"
"58515","0.464687","0.448143","0.792414"
"58516","0.615129","0.577064","0.792410"
"58517","0.582059","0.549745","0.792406"
"58518","0.712957","0.654073","0.792404"
"58519","0.778617","0.702296","0.792402"
"58520","0.844248","0.747472","0.792401"
"58521","0.878144","0.769555","0.792401"
"58522","0.948436","0.812505","0.792401"
"58523","0.759149","0.688305","0.792400"
"58524","0.759149","0.688305","0.792398"
"58525","0.692578","0.638523","0.792395"
"58526","0.577910","0.546274","0.792391"
"58527","0.535495","0.510267","0.792386"
"58528","0.358637","0.350999","0.792379"
"58529","0.256533","0.253729","0.792370"
"58530","0.318353","0.313002","0.792361"
"58531","0.121836","0.121535","0.792350"
"58532","0.121836","0.121535","0.792339"
"58533","0.212778","0.211176","0.792329"
"58534","0.108265","0.108053","0.792317"
"58535","0.097398","0.097244","0.792305"
"58536","0.158541","0.157878","0.792294"
"58537","0.158541","0.157878","0.792283"
"58538","0.318368","0.313017","0.792275"
"58539","0.336241","0.329941","0.792267"
"58540","0.336241","0.329941","0.792260"
"58541","0.336241","0.329941","0.792252"
"58542","0.428120","0.415161","0.792245"
"58543","0.546215","0.519456","0.792241"
"58544","0.682465","0.630708","0.792238"
"58545","0.893720","0.779408","0.792238"
"58546","0.902948","0.785156","0.792237"
"58547","0.902948","0.785156","0.792237"
"58548","0.931774","0.802679","0.792238"
"58549","0.786097","0.707600","0.792236"
"58550","0.739267","0.673747","0.792234"
"58551","0.860407","0.758108","0.792233"
"58552","0.790540","0.710733","0.792232"
"58553","0.671245","0.621962","0.792229"
"58554","0.515206","0.492714","0.792224"
"58555","0.481409","0.463028","0.792218"
"58556","0.540305","0.514398","0.792214"
"58557","0.595329","0.560781","0.792210"
"58558","0.698922","0.643393","0.792207"
"58559","0.793675","0.712935","0.792206"
"58560","0.793675","0.712935","0.792204"
"58561","0.780133","0.703374","0.792203"
"58562","0.827970","0.736560","0.792202"
"58563","1.003948","0.843597","0.792203"
"58564","1.003948","0.843597","0.792204"
"58565","0.893237","0.779105","0.792204"
"58566","0.775258","0.699901","0.792202"
"58567","0.755098","0.685360","0.792200"
"58568","0.770081","0.696194","0.792198"
"58569","0.748007","0.680179","0.792197"
"58570","0.857916","0.756481","0.792196"
"58571","0.756259","0.686205","0.792194"
"58572","0.918702","0.794814","0.792194"
"58573","0.947440","0.811924","0.792195"
"58574","0.901854","0.784478","0.792194"
"58575","0.824259","0.734045","0.792193"
"58576","0.685663","0.633186","0.792191"
"58577","0.703427","0.646835","0.792188"
"58578","0.743009","0.676507","0.792186"
"58579","0.649357","0.604674","0.792183"
"58580","0.695207","0.640544","0.792180"
"58581","0.623652","0.584004","0.792177"
"58582","0.488243","0.469075","0.792171"
"58583","0.488243","0.469075","0.792166"
"58584","0.433853","0.420370","0.792159"
"58585","0.506655","0.485255","0.792154"
"58586","0.480292","0.462038","0.792148"
"58587","0.448721","0.433813","0.792142"
"58588","0.335372","0.329120","0.792134"
"58589","0.396614","0.386297","0.792127"
"58590","0.485113","0.466309","0.792122"
"58591","0.405168","0.394174","0.792115"
"58592","0.394658","0.384492","0.792108"
"58593","0.293747","0.289541","0.792100"
"58594","0.445636","0.431032","0.792093"
"58595","0.524681","0.500937","0.792088"
"58596","0.447558","0.432766","0.792082"
"58597","0.412000","0.400443","0.792076"
"58598","0.394832","0.384653","0.792069"
"58599","0.461315","0.445126","0.792063"
"58600","0.433634","0.420171","0.792056"
"58601","0.387714","0.378073","0.792049"
"58602","0.567799","0.537778","0.792045"
"58603","0.615420","0.577302","0.792041"
"58604","0.568281","0.538184","0.792037"
"58605","0.506648","0.485249","0.792031"
"58606","0.487606","0.468512","0.792026"
"58607","0.487606","0.468512","0.792020"
"58608","0.472330","0.454963","0.792015"
"58609","0.555267","0.527170","0.792010"
"58610","0.555267","0.527170","0.792006"
"58611","0.439432","0.425426","0.791999"
"58612","0.377114","0.368239","0.791992"
"58613","0.292058","0.287924","0.791983"
"58614","0.290044","0.285994","0.791975"
"58615","0.131961","0.131579","0.791963"
"58616","0.049427","0.049407","0.791951"
"58617","0.049427","0.049407","0.791938"
"58618","0.049427","0.049407","0.791925"
"58619","0.123079","0.122768","0.791914"
"58620","0.146558","0.146033","0.791903"
"58621","0.146558","0.146033","0.791892"
"58622","0.289216","0.285201","0.791884"
"58623","0.360902","0.353118","0.791876"
"58624","0.416120","0.404215","0.791870"
"58625","0.413304","0.401637","0.791863"
"58626","0.389653","0.379867","0.791856"
"58627","0.337342","0.330980","0.791848"
"58628","0.416502","0.404564","0.791842"
"58629","0.535655","0.510405","0.791837"
"58630","0.674780","0.624726","0.791834"
"58631","0.718156","0.657997","0.791832"
"58632","0.805504","0.721180","0.791831"
"58633","0.890573","0.777432","0.791830"
"58634","0.871241","0.765128","0.791830"
"58635","0.829899","0.737864","0.791829"
"58636","0.906736","0.787497","0.791829"
"58637","0.929090","0.801075","0.791829"
"58638","0.957555","0.817787","0.791830"
"58639","0.765338","0.692781","0.791828"
"58640","0.759879","0.688834","0.791826"
"58641","0.733502","0.669475","0.791824"
"58642","0.937729","0.806217","0.791825"
"58643","1.009465","0.846547","0.791825"
"58644","0.972670","0.826392","0.791826"
"58645","1.027442","0.855979","0.791827"
"58646","1.024654","0.854535","0.791828"
"58647","1.140750","0.908946","0.791830"
"58648","1.126073","0.902730","0.791832"
"58649","1.166852","0.919518","0.791834"
"58650","1.119798","0.900012","0.791836"
"58651","1.152433","0.913755","0.791838"
"58652","1.155519","0.915005","0.791840"
"58653","1.052368","0.868599","0.791842"
"58654","1.087509","0.885472","0.791843"
"58655","0.970437","0.825133","0.791844"
"58656","0.997899","0.840334","0.791845"
"58657","1.019450","0.851820","0.791846"
"58658","1.021358","0.852818","0.791847"
"58659","1.006334","0.844876","0.791848"
"58660","0.842044","0.746006","0.791847"
"58661","0.684425","0.632228","0.791844"
"58662","0.773629","0.698736","0.791843"
"58663","0.755662","0.685770","0.791841"
"58664","0.532839","0.507981","0.791836"
"58665","0.641217","0.598171","0.791833"
"58666","0.641217","0.598171","0.791830"
"58667","0.605494","0.569168","0.791826"
"58668","0.648512","0.604001","0.791823"
"58669","0.492882","0.473167","0.791817"
"58670","0.511513","0.489497","0.791812"
"58671","0.612373","0.574811","0.791809"
"58672","0.653668","0.608102","0.791806"
"58673","0.682209","0.630509","0.791803"
"58674","0.689516","0.636164","0.791800"
"58675","0.721339","0.660391","0.791798"
"58676","0.765631","0.692992","0.791796"
"58677","0.674385","0.624417","0.791793"
"58678","0.523222","0.499673","0.791789"
"58679","0.539092","0.513357","0.791784"
"58680","0.630992","0.589946","0.791780"
"58681","0.641685","0.598546","0.791777"
"58682","0.630221","0.589323","0.791774"
"58683","0.577746","0.546137","0.791770"
"58684","0.496604","0.476443","0.791764"
"58685","0.440603","0.426485","0.791758"
"58686","0.532942","0.508070","0.791753"
"58687","0.687778","0.634822","0.791750"
"58688","0.652405","0.607099","0.791747"
"58689","0.513349","0.491097","0.791742"
"58690","0.720142","0.659491","0.791740"
"58691","0.819691","0.730935","0.791739"
"58692","0.854817","0.754451","0.791738"
"58693","0.854817","0.754451","0.791738"
"58694","0.854817","0.754451","0.791737"
"58695","0.996388","0.839514","0.791738"
"58696","1.105615","0.893740","0.791740"
"58697","1.280590","0.958185","0.791743"
"58698","1.280590","0.958185","0.791745"
"58699","1.236049","0.944493","0.791748"
"58700","1.184275","0.926226","0.791750"
"58701","1.148262","0.912053","0.791753"
"58702","1.234012","0.943822","0.791755"
"58703","1.113203","0.897118","0.791757"
"58704","1.301273","0.963898","0.791760"
"58705","1.255012","0.950553","0.791763"
"58706","1.131999","0.905263","0.791765"
"58707","1.190254","0.928463","0.791767"
"58708","1.209822","0.935553","0.791769"
"58709","1.174730","0.922586","0.791772"
"58710","1.113124","0.897083","0.791773"
"58711","0.941210","0.808271","0.791774"
"58712","1.052578","0.868703","0.791775"
"58713","1.040185","0.862498","0.791776"
"58714","1.013022","0.848435","0.791777"
"58715","1.174136","0.922356","0.791779"
"58716","1.365183","0.978936","0.791783"
