"index","x","y","expected value"
"8947","1.721986","0.988593","0.813735"
"8948","1.634839","0.997950","0.813755"
"8949","1.538526","0.999479","0.813776"
"8950","1.461828","0.994069","0.813796"
"8951","1.625274","0.998516","0.813817"
"8952","1.751239","0.983764","0.813836"
"8953","1.675334","0.994541","0.813856"
"8954","1.837561","0.964629","0.813873"
"8955","1.726299","0.987934","0.813892"
"8956","1.757752","0.982575","0.813911"
"8957","1.897932","0.946967","0.813926"
"8958","1.915740","0.941095","0.813940"
"8959","1.954503","0.927283","0.813953"
"8960","1.818237","0.969542","0.813970"
"8961","1.793855","0.975225","0.813988"
"8962","1.825586","0.967716","0.814005"
"8963","1.764975","0.981206","0.814024"
"8964","1.625020","0.998530","0.814044"
"8965","1.520651","0.998743","0.814065"
"8966","1.524942","0.998949","0.814086"
"8967","1.525557","0.998977","0.814106"
"8968","1.573299","0.999997","0.814127"
"8969","1.539669","0.999516","0.814148"
"8970","1.569632","0.999999","0.814169"
"8971","1.766856","0.980842","0.814187"
"8972","1.779308","0.978340","0.814205"
"8973","1.834963","0.965311","0.814222"
"8974","1.838520","0.964376","0.814239"
"8975","1.727490","0.987749","0.814258"
"8976","1.611994","0.999151","0.814279"
"8977","1.826677","0.967441","0.814296"
"8978","1.904897","0.944706","0.814310"
"8979","1.926936","0.937250","0.814324"
"8980","1.758512","0.982433","0.814343"
"8981","1.840950","0.963730","0.814359"
"8982","1.685507","0.993428","0.814379"
"8983","1.756728","0.982764","0.814398"
"8984","1.680042","0.994039","0.814418"
"8985","1.591513","0.999785","0.814439"
"8986","1.608737","0.999280","0.814459"
"8987","1.612443","0.999133","0.814480"
"8988","1.694725","0.992331","0.814500"
"8989","1.608255","0.999299","0.814520"
"8990","1.625420","0.998509","0.814541"
"8991","1.731746","0.987076","0.814560"
"8992","1.810055","0.971514","0.814577"
"8993","1.841946","0.963463","0.814594"
"8994","1.696163","0.992152","0.814614"
"8995","1.720409","0.988829","0.814633"
"8996","1.898315","0.946843","0.814648"
"8997","1.780866","0.978016","0.814666"
"8998","1.707604","0.990656","0.814685"
"8999","1.913074","0.941993","0.814699"
"9000","1.943551","0.931328","0.814712"
"9001","1.817291","0.969774","0.814730"
"9002","1.884813","0.951100","0.814745"
"9003","1.702781","0.991303","0.814764"
"9004","1.522199","0.998819","0.814785"
"9005","1.496904","0.997271","0.814805"
"9006","1.464303","0.994335","0.814825"
"9007","1.577306","0.999979","0.814845"
"9008","1.622757","0.998650","0.814866"
"9009","1.520446","0.998733","0.814886"
"9010","1.602224","0.999506","0.814907"
"9011","1.577611","0.999977","0.814927"
"9012","1.605392","0.999402","0.814948"
"9013","1.596926","0.999659","0.814968"
"9014","1.658450","0.996161","0.814988"
"9015","1.651791","0.996722","0.815009"
"9016","1.604551","0.999430","0.815029"
"9017","1.458253","0.993674","0.815049"
"9018","1.259487","0.951933","0.815064"
"9019","1.274662","0.956472","0.815080"
"9020","1.342322","0.974013","0.815097"
"9021","1.355730","0.976962","0.815115"
"9022","1.323888","0.969673","0.815132"
"9023","1.389973","0.983696","0.815151"
"9024","1.413882","0.987714","0.815170"
"9025","1.252586","0.949797","0.815185"
"9026","1.043501","0.864171","0.815191"
"9027","0.966169","0.822714","0.815191"
"9028","0.907629","0.788046","0.815188"
"9029","0.753837","0.684441","0.815174"
"9030","0.720482","0.659747","0.815157"
"9031","0.674492","0.624501","0.815136"
"9032","0.760245","0.689099","0.815122"
"9033","0.796805","0.715126","0.815111"
"9034","0.724742","0.662943","0.815094"
"9035","0.724742","0.662943","0.815077"
"9036","0.714421","0.655180","0.815059"
"9037","0.853976","0.753898","0.815052"
"9038","0.903203","0.785314","0.815049"
"9039","0.930762","0.802076","0.815048"
"9040","0.908092","0.788332","0.815045"
"9041","0.892631","0.778725","0.815041"
"9042","1.047150","0.866002","0.815046"
"9043","1.157715","0.915888","0.815057"
"9044","1.296051","0.962494","0.815074"
"9045","1.209458","0.935425","0.815087"
"9046","1.230914","0.942794","0.815101"
"9047","1.295071","0.962228","0.815117"
"9048","1.401436","0.985693","0.815136"
"9049","1.257372","0.951283","0.815151"
"9050","1.267729","0.954425","0.815167"
"9051","1.232825","0.943429","0.815181"
"9052","1.190089","0.928402","0.815193"
"9053","1.190089","0.928402","0.815206"
"9054","1.155829","0.915129","0.815217"
"9055","1.210346","0.935738","0.815230"
"9056","1.199133","0.931724","0.815243"
"9057","1.184215","0.926203","0.815255"
"9058","1.095770","0.889280","0.815263"
"9059","1.043410","0.864126","0.815269"
"9060","0.975572","0.828023","0.815270"
"9061","0.865465","0.761397","0.815264"
"9062","0.880652","0.771154","0.815259"
"9063","0.916158","0.793268","0.815257"
"9064","0.943283","0.809490","0.815256"
"9065","1.103486","0.892783","0.815265"
"9066","1.110700","0.896010","0.815274"
"9067","1.242821","0.946697","0.815288"
"9068","1.145356","0.910857","0.815299"
"9069","1.066382","0.875458","0.815306"
"9070","1.202520","0.932949","0.815319"
"9071","1.285170","0.959485","0.815334"
"9072","1.177996","0.923841","0.815346"
"9073","1.224947","0.940788","0.815360"
"9074","0.996109","0.839362","0.815363"
"9075","1.124667","0.902124","0.815372"
"9076","1.218092","0.938442","0.815386"
"9077","1.138502","0.908007","0.815396"
"9078","1.281782","0.958525","0.815412"
"9079","1.186067","0.926900","0.815424"
"9080","1.115327","0.898055","0.815433"
"9081","1.372895","0.980481","0.815451"
"9082","1.267475","0.954350","0.815467"
"9083","1.193842","0.929790","0.815479"
"9084","1.178289","0.923953","0.815491"
"9085","1.269209","0.954866","0.815506"
"9086","1.437226","0.991093","0.815526"
"9087","1.456719","0.993500","0.815545"
"9088","1.398324","0.985164","0.815564"
"9089","1.460556","0.993930","0.815584"
"9090","1.398666","0.985222","0.815602"
"9091","1.491179","0.996832","0.815622"
"9092","1.448493","0.992530","0.815642"
"9093","1.444279","0.992007","0.815661"
"9094","1.406179","0.986481","0.815680"
"9095","1.383780","0.982563","0.815698"
"9096","1.346690","0.974993","0.815716"
"9097","1.352646","0.976299","0.815733"
"9098","1.356872","0.977205","0.815751"
"9099","1.255229","0.950620","0.815766"
"9100","1.198311","0.931426","0.815779"
"9101","1.149142","0.912413","0.815789"
"9102","1.152990","0.913981","0.815800"
"9103","0.946958","0.811642","0.815800"
"9104","1.093090","0.888052","0.815808"
"9105","1.236791","0.944737","0.815822"
"9106","1.322973","0.969449","0.815839"
"9107","1.412050","0.987426","0.815857"
"9108","1.383238","0.982462","0.815876"
"9109","1.293355","0.961759","0.815892"
"9110","1.347229","0.975113","0.815909"
"9111","1.300702","0.963746","0.815925"
"9112","1.265735","0.953829","0.815941"
"9113","1.218420","0.938555","0.815954"
"9114","1.198967","0.931664","0.815967"
"9115","1.191578","0.928954","0.815979"
"9116","1.147836","0.911878","0.815990"
"9117","1.392088","0.984074","0.816008"
"9118","1.655494","0.996415","0.816028"
"9119","1.838187","0.964464","0.816044"
"9120","1.784029","0.977352","0.816062"
"9121","1.713644","0.989815","0.816081"
"9122","1.761274","0.981914","0.816099"
"9123","1.790611","0.975938","0.816117"
"9124","1.867787","0.956222","0.816132"
"9125","1.912508","0.942183","0.816146"
"9126","1.756679","0.982773","0.816164"
"9127","1.827869","0.967138","0.816181"
"9128","1.815228","0.970275","0.816198"
"9129","1.745365","0.984802","0.816216"
"9130","1.584120","0.999911","0.816236"
"9131","1.589917","0.999817","0.816256"
"9132","1.674539","0.994624","0.816276"
"9133","1.607866","0.999313","0.816296"
"9134","1.482696","0.996122","0.816316"
"9135","1.690108","0.992891","0.816335"
"9136","1.634615","0.997964","0.816355"
"9137","1.588700","0.999840","0.816375"
"9138","1.485495","0.996364","0.816395"
"9139","1.523350","0.998875","0.816415"
"9140","1.304537","0.964762","0.816431"
"9141","1.217994","0.938408","0.816444"
"9142","1.149512","0.912565","0.816455"
"9143","1.158065","0.916029","0.816466"
"9144","1.139063","0.908242","0.816476"
"9145","1.282257","0.958661","0.816491"
"9146","1.154358","0.914535","0.816502"
"9147","1.218546","0.938599","0.816515"
"9148","1.460631","0.993938","0.816535"
"9149","1.318368","0.968309","0.816551"
"9150","1.212901","0.936636","0.816564"
"9151","1.236705","0.944709","0.816578"
"9152","1.007848","0.845685","0.816582"
"9153","0.916117","0.793243","0.816579"
"9154","1.077198","0.880634","0.816586"
"9155","1.207902","0.934873","0.816599"
"9156","1.335777","0.972510","0.816616"
"9157","1.447497","0.992408","0.816635"
"9158","1.427007","0.989680","0.816654"
"9159","1.330415","0.971247","0.816671"
"9160","1.384997","0.982789","0.816689"
"9161","1.401997","0.985787","0.816708"
"9162","1.391535","0.983976","0.816726"
"9163","1.434316","0.990701","0.816745"
"9164","1.623059","0.998635","0.816765"
"9165","1.595914","0.999685","0.816785"
"9166","1.770563","0.980113","0.816803"
"9167","1.832418","0.965972","0.816819"
"9168","1.808658","0.971844","0.816836"
"9169","1.739743","0.985762","0.816854"
"9170","1.702717","0.991311","0.816873"
"9171","1.524988","0.998951","0.816893"
"9172","1.596854","0.999660","0.816913"
"9173","1.553033","0.999842","0.816933"
"9174","1.722653","0.988492","0.816951"
"9175","1.727663","0.987722","0.816970"
"9176","1.652486","0.996665","0.816990"
"9177","1.716507","0.989403","0.817009"
"9178","1.650533","0.996823","0.817028"
"9179","1.548395","0.999749","0.817048"
"9180","1.612578","0.999127","0.817068"
"9181","1.654219","0.996522","0.817087"
"9182","1.727204","0.987793","0.817106"
"9183","1.633341","0.998045","0.817126"
"9184","1.737963","0.986060","0.817144"
"9185","1.692345","0.992622","0.817163"
"9186","1.605721","0.999390","0.817183"
"9187","1.490814","0.996803","0.817203"
"9188","1.591684","0.999782","0.817222"
"9189","1.685156","0.993468","0.817242"
"9190","1.584961","0.999900","0.817262"
"9191","1.654684","0.996484","0.817281"
"9192","1.695195","0.992272","0.817300"
"9193","1.826256","0.967547","0.817316"
"9194","1.745483","0.984781","0.817335"
"9195","1.635280","0.997922","0.817354"
"9196","1.678856","0.994167","0.817373"
"9197","1.603335","0.999471","0.817393"
"9198","1.619434","0.998817","0.817413"
"9199","1.598228","0.999624","0.817433"
"9200","1.721516","0.988663","0.817451"
"9201","1.780465","0.978100","0.817469"
"9202","1.721720","0.988633","0.817487"
"9203","1.609728","0.999242","0.817507"
"9204","1.663826","0.995676","0.817527"
"9205","1.579543","0.999962","0.817546"
"9206","1.800746","0.973678","0.817563"
"9207","1.681035","0.993930","0.817582"
"9208","1.707193","0.990712","0.817601"
"9209","1.687344","0.993216","0.817620"
"9210","1.732268","0.986992","0.817639"
"9211","1.794907","0.974992","0.817656"
"9212","1.814186","0.970527","0.817672"
"9213","1.897866","0.946988","0.817686"
"9214","1.889368","0.949684","0.817701"
"9215","1.906798","0.944081","0.817714"
"9216","2.056236","0.884470","0.817722"
"9217","1.993182","0.912114","0.817732"
"9218","1.907816","0.943744","0.817746"
"9219","1.858474","0.958906","0.817761"
"9220","1.827613","0.967203","0.817777"
"9221","1.874366","0.954275","0.817792"
"9222","1.736367","0.986324","0.817810"
"9223","1.783896","0.977380","0.817827"
"9224","1.907048","0.943998","0.817841"
"9225","1.871274","0.955195","0.817856"
"9226","1.993897","0.911820","0.817866"
"9227","1.844832","0.962687","0.817882"
"9228","1.818624","0.969448","0.817898"
"9229","1.816201","0.970039","0.817915"
"9230","1.815724","0.970155","0.817931"
"9231","1.944389","0.931022","0.817943"
"9232","1.990459","0.913226","0.817954"
"9233","2.053450","0.885766","0.817961"
"9234","1.850759","0.961066","0.817977"
"9235","1.817614","0.969695","0.817993"
"9236","1.732662","0.986928","0.818011"
"9237","1.761622","0.981848","0.818029"
"9238","1.783246","0.977517","0.818046"
"9239","1.909631","0.943142","0.818060"
"9240","1.886054","0.950717","0.818074"
"9241","1.885945","0.950750","0.818088"
"9242","1.839336","0.964159","0.818104"
"9243","1.939311","0.932864","0.818117"
"9244","2.048174","0.888203","0.818124"
"9245","1.927223","0.937150","0.818137"
"9246","1.975967","0.919035","0.818148"
"9247","1.965053","0.923282","0.818159"
"9248","1.836504","0.964907","0.818175"
"9249","1.955191","0.927025","0.818187"
"9250","2.023196","0.899401","0.818196"
"9251","2.117785","0.854094","0.818200"
"9252","1.985778","0.915124","0.818210"
"9253","2.006979","0.906371","0.818220"
"9254","2.180178","0.820002","0.818220"
"9255","2.216457","0.798702","0.818218"
"9256","2.216053","0.798945","0.818216"
"9257","2.192974","0.812611","0.818215"
"9258","1.977698","0.918352","0.818226"
"9259","2.043531","0.890326","0.818234"
"9260","2.017191","0.902010","0.818243"
"9261","2.095645","0.865400","0.818248"
"9262","2.189107","0.814859","0.818247"
"9263","2.189107","0.814859","0.818247"
"9264","1.989931","0.913441","0.818257"
"9265","1.853010","0.960441","0.818273"
"9266","1.767070","0.980800","0.818290"
"9267","1.806701","0.972303","0.818307"
"9268","1.871302","0.955187","0.818322"
"9269","1.730462","0.987280","0.818340"
"9270","1.664156","0.995645","0.818359"
"9271","1.737346","0.986163","0.818377"
"9272","1.741549","0.985457","0.818395"
"9273","1.687583","0.993188","0.818414"
"9274","1.662081","0.995836","0.818433"
"9275","1.479401","0.995826","0.818452"
"9276","1.613174","0.999102","0.818472"
"9277","1.527235","0.999051","0.818491"
"9278","1.523358","0.998875","0.818511"
"9279","1.522132","0.998816","0.818530"
"9280","1.241359","0.946225","0.818544"
"9281","1.116117","0.898402","0.818552"
"9282","0.955085","0.816363","0.818552"
"9283","1.024034","0.854212","0.818556"
"9284","0.983251","0.832304","0.818557"
"9285","0.946480","0.811363","0.818557"
"9286","1.064585","0.874588","0.818563"
"9287","1.111574","0.896397","0.818571"
"9288","1.038332","0.861558","0.818576"
"9289","1.239858","0.945738","0.818589"
"9290","1.213335","0.936788","0.818602"
"9291","1.084552","0.884094","0.818609"
"9292","1.125819","0.902620","0.818618"
"9293","1.058962","0.871848","0.818624"
"9294","1.058962","0.871848","0.818630"
"9295","1.058962","0.871848","0.818635"
"9296","0.908013","0.788283","0.818632"
"9297","0.890249","0.777229","0.818628"
"9298","0.962418","0.820576","0.818628"
"9299","0.982801","0.832054","0.818629"
"9300","0.986536","0.834120","0.818631"
"9301","0.973186","0.826683","0.818632"
"9302","0.884666","0.773703","0.818627"
"9303","0.886759","0.775028","0.818622"
"9304","0.782724","0.705213","0.818610"
"9305","0.812033","0.725688","0.818600"
"9306","0.852513","0.752937","0.818593"
"9307","0.911310","0.790307","0.818590"
"9308","0.894943","0.780173","0.818586"
"9309","1.000132","0.841542","0.818588"
"9310","0.955543","0.816627","0.818588"
"9311","0.926503","0.799525","0.818586"
"9312","0.851563","0.752311","0.818579"
"9313","1.022455","0.853390","0.818583"
"9314","1.140624","0.908894","0.818592"
"9315","0.939471","0.807246","0.818591"
"9316","1.030954","0.857790","0.818595"
"9317","1.152734","0.913877","0.818606"
"9318","1.296883","0.962720","0.818621"
"9319","1.409925","0.987088","0.818639"
"9320","1.213005","0.936673","0.818652"
"9321","1.127186","0.903208","0.818661"
"9322","1.284166","0.959202","0.818676"
"9323","1.396976","0.984931","0.818694"
"9324","1.236108","0.944513","0.818707"
"9325","1.394594","0.984517","0.818725"
"9326","1.554519","0.999868","0.818744"
"9327","1.506959","0.997963","0.818764"
"9328","1.661031","0.995932","0.818783"
"9329","1.743806","0.985071","0.818800"
"9330","1.655046","0.996453","0.818819"
"9331","1.598541","0.999615","0.818839"
"9332","1.693669","0.992461","0.818857"
"9333","1.837430","0.964663","0.818873"
"9334","1.910267","0.942931","0.818886"
"9335","2.086846","0.869775","0.818892"
"9336","2.042738","0.890687","0.818899"
"9337","1.878790","0.952944","0.818914"
"9338","1.942528","0.931700","0.818926"
"9339","1.717241","0.989296","0.818944"
"9340","1.845162","0.962597","0.818959"
"9341","1.627586","0.998388","0.818979"
"9342","1.553757","0.999855","0.818998"
"9343","1.620070","0.998786","0.819017"
"9344","1.460439","0.993917","0.819036"
"9345","1.444942","0.992091","0.819054"
"9346","1.371869","0.980279","0.819072"
"9347","1.286803","0.959944","0.819087"
"9348","1.368528","0.979613","0.819104"
"9349","1.379297","0.981720","0.819121"
"9350","1.379297","0.981720","0.819139"
"9351","1.457137","0.993548","0.819157"
"9352","1.455588","0.993371","0.819176"
"9353","1.472025","0.995126","0.819195"
"9354","1.348798","0.975459","0.819211"
"9355","1.250443","0.949124","0.819225"
"9356","1.206892","0.934514","0.819238"
"9357","1.124427","0.902020","0.819246"
"9358","1.044699","0.864774","0.819251"
"9359","1.108935","0.895225","0.819259"
"9360","1.054618","0.869712","0.819265"
"9361","0.851212","0.752080","0.819258"
"9362","0.830774","0.738454","0.819249"
"9363","0.797035","0.715287","0.819238"
"9364","0.775368","0.699979","0.819225"
"9365","0.857029","0.755901","0.819219"
"9366","0.913061","0.791379","0.819216"
"9367","0.906786","0.787527","0.819212"
"9368","0.937319","0.805974","0.819211"
"9369","0.827665","0.736354","0.819202"
"9370","0.848535","0.750313","0.819195"
"9371","0.848535","0.750313","0.819187"
"9372","0.835564","0.741675","0.819179"
"9373","0.757134","0.686841","0.819165"
"9374","0.437057","0.423275","0.819123"
"9375","0.402533","0.391750","0.819077"
"9376","0.528518","0.504254","0.819044"
"9377","0.453515","0.438128","0.819003"
"9378","0.432398","0.419049","0.818960"
"9379","0.407428","0.396250","0.818915"
"9380","0.473548","0.456047","0.818877"
"9381","0.585169","0.552341","0.818848"
"9382","0.648850","0.604270","0.818825"
"9383","0.722177","0.661020","0.818809"
"9384","0.749608","0.681352","0.818794"
"9385","0.716534","0.656775","0.818777"
"9386","0.821029","0.731847","0.818767"
"9387","0.886076","0.774596","0.818763"
"9388","0.945402","0.810732","0.818762"
"9389","0.870661","0.764755","0.818756"
"9390","1.037155","0.860961","0.818761"
"9391","0.914416","0.792206","0.818758"
"9392","0.781158","0.704102","0.818746"
"9393","0.725857","0.663777","0.818729"
"9394","0.714671","0.655369","0.818712"
"9395","0.670406","0.621304","0.818691"
"9396","0.637785","0.595417","0.818667"
"9397","0.750802","0.682225","0.818652"
"9398","0.744577","0.677661","0.818637"
"9399","0.692273","0.638289","0.818618"
"9400","0.796173","0.714684","0.818607"
"9401","0.726633","0.664357","0.818591"
"9402","0.755360","0.685551","0.818577"
"9403","0.735432","0.670907","0.818561"
"9404","0.817670","0.729554","0.818552"
"9405","0.899490","0.783010","0.818548"
"9406","0.993107","0.837727","0.818550"
"9407","1.061788","0.873228","0.818556"
"9408","1.188671","0.927874","0.818567"
"9409","1.119063","0.899692","0.818576"
"9410","1.165041","0.918804","0.818587"
"9411","1.254389","0.950359","0.818600"
"9412","1.235385","0.944275","0.818614"
"9413","1.088009","0.885705","0.818621"
"9414","1.129400","0.904156","0.818630"
"9415","1.177740","0.923743","0.818641"
"9416","1.284342","0.959252","0.818656"
"9417","1.235312","0.944251","0.818669"
"9418","1.124448","0.902029","0.818678"
"9419","1.058087","0.871419","0.818684"
"9420","1.032718","0.858695","0.818688"
"9421","1.036891","0.860826","0.818693"
"9422","0.986418","0.834055","0.818694"
"9423","1.154010","0.914395","0.818704"
"9424","1.176070","0.923102","0.818716"
"9425","1.279149","0.957771","0.818730"
"9426","1.199199","0.931749","0.818742"
"9427","1.087182","0.885320","0.818749"
"9428","1.152320","0.913709","0.818759"
"9429","1.011068","0.847399","0.818762"
"9430","1.096124","0.889443","0.818770"
"9431","1.006658","0.845049","0.818773"
"9432","0.929979","0.801608","0.818771"
"9433","1.088209","0.885797","0.818778"
"9434","1.047702","0.866278","0.818783"
"9435","1.105420","0.893653","0.818791"
"9436","1.220655","0.939324","0.818804"
"9437","1.108632","0.895089","0.818812"
"9438","1.179487","0.924410","0.818823"
"9439","1.103741","0.892898","0.818831"
"9440","1.107112","0.894411","0.818839"
"9441","1.038932","0.861863","0.818843"
"9442","1.061881","0.873274","0.818849"
"9443","1.158018","0.916010","0.818859"
"9444","1.117744","0.899115","0.818868"
"9445","1.130750","0.904732","0.818877"
"9446","0.929105","0.801085","0.818875"
"9447","1.113414","0.897212","0.818883"
"9448","1.174902","0.922652","0.818894"
"9449","1.137515","0.907593","0.818904"
"9450","1.278292","0.957525","0.818918"
"9451","1.286476","0.959853","0.818933"
"9452","1.329863","0.971116","0.818949"
"9453","1.260915","0.952370","0.818963"
"9454","1.300697","0.963744","0.818979"
"9455","1.264844","0.953561","0.818993"
"9456","1.267634","0.954397","0.819007"
"9457","1.258773","0.951714","0.819021"
"9458","1.219790","0.939027","0.819034"
"9459","1.235800","0.944412","0.819047"
"9460","1.329217","0.970961","0.819063"
"9461","1.170863","0.921087","0.819074"
"9462","1.134431","0.906294","0.819083"
"9463","1.134431","0.906294","0.819093"
"9464","1.201269","0.932498","0.819105"
"9465","1.249642","0.948872","0.819118"
"9466","1.147672","0.911810","0.819128"
"9467","1.219831","0.939041","0.819141"
"9468","1.213546","0.936862","0.819153"
"9469","1.313796","0.967157","0.819169"
"9470","1.414265","0.987774","0.819187"
"9471","1.567326","0.999994","0.819206"
"9472","1.637266","0.997792","0.819225"
"9473","1.552870","0.999839","0.819244"
"9474","1.511578","0.998247","0.819263"
"9475","1.707718","0.990641","0.819281"
"9476","1.612698","0.999122","0.819300"
"9477","1.576449","0.999984","0.819319"
"9478","1.713174","0.989881","0.819337"
"9479","1.679613","0.994085","0.819355"
"9480","1.719442","0.988973","0.819373"
"9481","1.740782","0.985587","0.819391"
"9482","1.805437","0.972598","0.819407"
"9483","1.725257","0.988095","0.819425"
"9484","1.774388","0.979347","0.819441"
"9485","1.762650","0.981652","0.819458"
"9486","1.764854","0.981230","0.819475"
"9487","1.854190","0.960112","0.819490"
"9488","1.778817","0.978442","0.819507"
"9489","1.994567","0.911545","0.819517"
"9490","1.933381","0.934983","0.819529"
"9491","1.917249","0.940583","0.819542"
"9492","1.900294","0.946205","0.819555"
"9493","1.847131","0.962062","0.819570"
"9494","1.810677","0.971366","0.819586"
"9495","1.891502","0.949013","0.819600"
"9496","1.869662","0.955671","0.819614"
"9497","1.993551","0.911962","0.819624"
"9498","2.011373","0.904506","0.819633"
"9499","2.138902","0.842921","0.819635"
"9500","2.103132","0.861624","0.819640"
"9501","2.176182","0.822283","0.819640"
"9502","2.115624","0.855216","0.819644"
"9503","2.249522","0.778373","0.819639"
"9504","2.268067","0.766598","0.819634"
"9505","2.155853","0.833681","0.819635"
"9506","2.006955","0.906381","0.819644"
"9507","1.891219","0.949102","0.819658"
"9508","1.816056","0.970074","0.819674"
"9509","1.827786","0.967160","0.819689"
"9510","1.736275","0.986340","0.819707"
"9511","1.852057","0.960706","0.819722"
"9512","1.826134","0.967578","0.819737"
"9513","1.721623","0.988647","0.819755"
"9514","1.708456","0.990540","0.819773"
"9515","1.592062","0.999774","0.819792"
"9516","1.539892","0.999523","0.819811"
"9517","1.592001","0.999775","0.819830"
"9518","1.763536","0.981483","0.819847"
"9519","1.725281","0.988091","0.819864"
"9520","1.649250","0.996924","0.819883"
"9521","1.724966","0.988139","0.819900"
"9522","1.637722","0.997761","0.819919"
"9523","1.618052","0.998884","0.819938"
"9524","1.517486","0.998579","0.819957"
"9525","1.555328","0.999880","0.819975"
"9526","1.502132","0.997644","0.819994"
"9527","1.498296","0.997373","0.820013"
"9528","1.432892","0.990506","0.820031"
"9529","1.471964","0.995120","0.820049"
"9530","1.470827","0.995007","0.820067"
"9531","1.470827","0.995007","0.820086"
"9532","1.533831","0.999317","0.820105"
"9533","1.590826","0.999799","0.820123"
"9534","1.476873","0.995592","0.820142"
"9535","1.478220","0.995718","0.820160"
"9536","1.588503","0.999843","0.820179"
"9537","1.686566","0.993306","0.820197"
"9538","1.830790","0.966392","0.820213"
"9539","1.913878","0.941722","0.820225"
"9540","1.801571","0.973490","0.820241"
"9541","1.782520","0.977670","0.820258"
"9542","1.834828","0.965346","0.820273"
"9543","1.876270","0.953705","0.820287"
"9544","1.997984","0.910134","0.820296"
"9545","2.159286","0.831780","0.820298"
"9546","2.097382","0.864528","0.820302"
"9547","2.234912","0.787462","0.820299"
"9548","2.280297","0.758687","0.820292"
"9549","2.280297","0.758687","0.820286"
"9550","2.133419","0.845859","0.820289"
"9551","2.238758","0.785086","0.820285"
"9552","2.262679","0.770046","0.820280"
"9553","2.239492","0.784631","0.820276"
"9554","2.175285","0.822793","0.820276"
"9555","2.249751","0.778230","0.820272"
"9556","2.099127","0.863650","0.820276"
"9557","2.126893","0.849322","0.820280"
"9558","2.177260","0.821669","0.820280"
"9559","2.104385","0.860987","0.820284"
"9560","2.106182","0.860072","0.820288"
"9561","2.089955","0.868237","0.820293"
"9562","2.149489","0.837178","0.820295"
"9563","2.094186","0.866130","0.820300"
"9564","2.126733","0.849407","0.820303"
"9565","2.117106","0.854448","0.820306"
"9566","2.121424","0.852196","0.820309"
"9567","2.056771","0.884220","0.820316"
"9568","2.119528","0.853187","0.820320"
"9569","2.254189","0.775435","0.820315"
"9570","2.475921","0.617587","0.820294"
"9571","2.633100","0.486862","0.820259"
"9572","2.557585","0.551372","0.820231"
"9573","2.502991","0.596073","0.820207"
"9574","2.417843","0.662199","0.820191"
"9575","2.310076","0.738954","0.820182"
"9576","2.084643","0.870860","0.820188"
"9577","2.269810","0.765477","0.820182"
"9578","2.269810","0.765477","0.820176"
"9579","2.234456","0.787743","0.820173"
"9580","2.234628","0.787637","0.820170"
"9581","2.318750","0.733082","0.820160"
"9582","2.129246","0.848078","0.820163"
"9583","2.063127","0.881233","0.820170"
"9584","1.977607","0.918387","0.820180"
"9585","1.871894","0.955012","0.820194"
"9586","2.006667","0.906503","0.820203"
"9587","1.997411","0.910372","0.820213"
"9588","2.067585","0.879118","0.820219"
"9589","2.079978","0.873144","0.820224"
"9590","2.122627","0.851566","0.820228"
"9591","2.062535","0.881513","0.820234"
"9592","2.176693","0.821992","0.820234"
"9593","2.163214","0.829593","0.820235"
"9594","2.070741","0.877609","0.820241"
"9595","2.287224","0.754156","0.820234"
"9596","2.367814","0.698843","0.820221"
"9597","2.424077","0.657515","0.820204"
"9598","2.373669","0.694643","0.820191"
"9599","2.335521","0.721573","0.820181"
"9600","2.275311","0.761926","0.820175"
"9601","2.258899","0.772452","0.820170"
"9602","2.151343","0.836163","0.820172"
"9603","2.225654","0.793135","0.820169"
"9604","2.162667","0.829898","0.820170"
"9605","2.234875","0.787485","0.820166"
"9606","2.200664","0.808106","0.820165"
"9607","2.163805","0.829263","0.820166"
"9608","1.956572","0.926507","0.820177"
"9609","1.760387","0.982081","0.820194"
"9610","1.828720","0.966922","0.820209"
"9611","1.795404","0.974881","0.820226"
"9612","1.839498","0.964116","0.820241"
"9613","1.969778","0.921457","0.820251"
"9614","1.922768","0.938695","0.820263"
"9615","1.997286","0.910424","0.820273"
"9616","1.990924","0.913037","0.820282"
"9617","1.991175","0.912934","0.820292"
"9618","2.056353","0.884415","0.820299"
"9619","2.166151","0.827950","0.820300"
"9620","2.038583","0.892568","0.820307"
"9621","2.080374","0.872950","0.820312"
"9622","2.231297","0.789685","0.820309"
"9623","2.188858","0.815003","0.820309"
"9624","2.211735","0.801535","0.820307"
"9625","2.098632","0.863899","0.820311"
"9626","2.059732","0.882833","0.820318"
"9627","2.030632","0.896125","0.820326"
"9628","2.074209","0.875941","0.820331"
"9629","2.150548","0.836599","0.820333"
"9630","2.278790","0.759668","0.820327"
"9631","2.098242","0.864096","0.820331"
"9632","2.102133","0.862130","0.820336"
"9633","2.204965","0.805565","0.820334"
"9634","2.214315","0.799990","0.820332"
"9635","2.121331","0.852245","0.820335"
"9636","2.304356","0.742796","0.820327"
"9637","2.207701","0.803940","0.820326"
"9638","2.152197","0.835694","0.820327"
"9639","2.140442","0.842092","0.820330"
"9640","2.163614","0.829370","0.820331"
"9641","2.209246","0.803021","0.820329"
"9642","2.322864","0.730278","0.820319"
"9643","2.457926","0.631640","0.820300"
"9644","2.549151","0.558388","0.820273"
"9645","2.589507","0.524464","0.820242"
